APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5151004913,12-118869,PARCEL M-GRAND AVE.,In-Service,NEW CONSTRUCTION,"225 S GRAND AVE  Los Angeles, CA 90012",14,1,DOWNTOWN,271,271,FAMILY,No,0,12/19/2012,0,14195189,102905000,117100189,2014,"RELATED CALIFORNIA URBAN HOUSING, LLC",RELATED MANAGEMENT COMPANY,(949) 660-7272,click here (http://hcidapp.lacity.org/mpphotos/12-118869/Photo/Website/Parcel%20M-%20Grand%20Ave.png),1165,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118869&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.25153,34.05425,POINT (-118.25153 34.05425)
5123001900,18-124729,CASA DE ROSAS CAMPUS,In-Service,REHAB,"2600 S HOOVER ST  LOS ANGELES, CA 90007",9,1,UNIVERSITY PARK,37,37,SPECIAL NEEDS,Yes,36,03/13/2019,11045000,11905000,0,22950000,2021,WARD Economic Development Corporation,TELACU,(323) 838-8556,click here (http://hcidapp.lacity.org/mpphotos/18-124729/Photo/Website/Casa%20de%20Rosas.JPG),149,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124729&LutSiteCD=1),"C-132908,C-132914,C-142226",2024-08-05T00:00:00.000,-118.28362,34.03133,POINT (-118.28362 34.03133)
2103009036,13-119142,CORAL WOOD COURT,In-Service,ACQUISITION + REHAB,"8025 N RESEDA BLVD  Reseda, CA 91335",4,1,RESEDA,106,106,FAMILY,No,0,06/28/2013,0,13355261,13000000,26355261,2014,"Community Preservation Partners, LLC","MCCORMACK BARON SALAZAR,",(818) 774-9264,click here (http://hcidapp.lacity.org/mpphotos/13-119142/Photo/Website/Coralwood%20Court%20Apt.png),68,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119142&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.53628,34.21657,POINT (-118.53628 34.21657)
5032004909,17-124942,METRO AT BUCKINGHAM AKA BUCKINGHAM PHASE 2,In-Service,NEW CONSTRUCTION,"4018 S BUCKINGHAM ROAD  Los Angeles, CA 90008",10,1,BALDWIN HILLS,103,103,SENIORS,Yes,51,12/13/2018,0,39808720,0,39808720,2020,Meta Housing Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124942&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.34223,34.01383,POINT (-118.34223 34.01383)
5020031021,16-123080,WEST A HOMES (RECAP),In-Service,ACQUISITION + REHAB,"4080 S VERMONT AVE  LOS ANGELES, CA 90037",9,1,WEST VERNON,24,44,FAMILY,No,0,12/22/2016,499060,4809923,5000000,10308983,1999,"Valued Housing II, LLC",BARKER MANAGEMENT,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123080&LutSiteCD=1),C-96317,2024-08-05T00:00:00.000,-118.29139,34.0094,POINT (-118.29139 34.0094)
5037007026,30159,INGRAM PRESERVATION (SITE 6),In-Service,REHAB,"1225 W 39TH PL  Los Angeles, CA 90037",8,6,EXPOSITION PARK,16,140,LARGE FAMILY / WAIVER REQUIRED,No,0,06/17/2004,4900000,6637761,2790000,14327761,2005,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site6/39th%20Place%20%202.png),21,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030159&LutSiteCD=6),C-106779,2024-08-05T00:00:00.000,-118.29834,34.01423,POINT (-118.29834 34.01423)
5153005026,07-117237,QUEEN APARTMENTS (SITE 5),In-Service,REHAB,"516 S UNION AVE  Los Angeles, CA 90017",1,5,WESTLAKE,30,96,FAMILY,Yes,0,04/27/2007,0,10271751,7300000,17571751,2008,N/A,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site5/Queens%20Apt(site5)%20516%20Union.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117237&LutSiteCD=5),,2024-08-05T00:00:00.000,-118.26926,34.05794,POINT (-118.26926 34.05794)
5163017900,10-117900,ONE SANTA FE,In-Service,NEW CONSTRUCTION,"100 S SANTA FE AVE  Los Angeles, CA 90012",14,1,WHOLESALE DISTRICT,438,438,FAMILY,No,0,12/16/2011,4000000,94077717,0,98077717,2014,The McGregor Company,BMPP OSF-R,(617) 625-0150 x62381,click here (http://hcidapp.lacity.org/mpphotos/10-117900/Photo/Website/10-117900.jpg),904,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117900&LutSiteCD=1),C-119958,2024-08-05T00:00:00.000,-118.23197,34.04798,POINT (-118.23197 34.04798)
5211007054,60060,MANITOU VISTAS I,In-Service,N/A,"3422 E MANITOU AVE  Los Angeles, CA 90031",14,1,LINCOLN HEIGHTS,48,48,FAMILY,No,0,02/09/2007,2749622,20163903,0,22913525,2010,"ADVANCED DEVELOPMENT & INVESTMENT,","WESTLAKE HOUSING, LP",(512) 782-4898,click here (http://hcidapp.lacity.org/mpphotos/060060/Photo/Website/CD%201%20-%20Manitou%20Vistas.jpg),174,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060060&LutSiteCD=1),C-111299,2024-08-05T00:00:00.000,-118.20419,34.0719,POINT (-118.20419 34.0719)
6006006026,30157,MAIN STREET VISTAS,In-Service,NEW CONSTRUCTION,"5950 Main ST  Los Angeles, CA 90003",9,1,FLORENCE-FIRESTONE,49,49,FAMILY,No,0,07/21/2005,2444000,12079680,0,14523680,2006,"MAIN STREET VISTAS,",TRIUMPH RESIDENTIAL SERVICES INC,N/A,click here (http://hcidapp.lacity.org/mpphotos/030157/Photo/Website/CD%209%20-%20Main%20St.%20Vistas.jpg),92,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030157&LutSiteCD=1),C-108434,2024-08-05T00:00:00.000,-118.27346,33.98525,POINT (-118.27346 33.98525)
5154011012,40010,MAGNOLIA ON LAKE,In-Service,ACQUISITION + NEW CONSTRUCTION,"201 S LAKE ST 1-46  Los Angeles, CA 90057",13,1,TEMPLE-BEAUDRY,46,46,FAMILY,No,0,10/28/2005,2669000,10784854,0,13453854,2011,"MAGNOLIA ON LAKE, L.P. & SIPA","FPI MANAGEMENT, INC",(916) 357-5300 x301,click here (http://hcidapp.lacity.org/mpphotos/040010/Photo/Website/CD%2013%20-%20Magnolia%20on%20Lake.jpg),98,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040010&LutSiteCD=1),C-109090,2024-08-05T00:00:00.000,-118.2724,34.0663,POINT (-118.2724 34.0663)
5124024009,15-122656,ST. JAMES PARK (SITE 4),In-Service,ACQUISITION + REHAB,"825 W ADAMS BLVD  Los Angeles, CA 90007",1,4,UNIVERSITY PARK,16,104,FAMILY,No,0,05/16/2016,0,27481703,9879228,37360931,2018,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122656&LutSiteCD=4),,2024-08-05T00:00:00.000,-118.28059,34.03043,POINT (-118.28059 34.03043)
5474023016,70171,TRES LOMAS GARDEN APTS.,In-Service,ACQUISITION + REHAB,"4343 N TOLAND WAY  Los Angeles, CA 90041",1,1,GLASSELL PARK,46,46,SENIORS,No,0,12/11/2008,2225251,4586754,562729,7374734,2009,National Community Renaissance of California,NATIONAL COMMUNITY RENAISSANCE OF CALIFORNIA,(909) 483-2444,click here (http://hcidapp.lacity.org/mpphotos/070171/Photo/Website/CD%2014%20-%20Tres%20Lomas%20-%20070171.JPG),24,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070171&LutSiteCD=1),C-114904,2024-08-05T00:00:00.000,-118.22091,34.12191,POINT (-118.22091 34.12191)
5134014019,70045,NEW CARVER,In-Service,NEW CONSTRUCTION,"1624 S HOPE ST 1-97  Los Angeles, CA 90015",14,1,DOWNTOWN,97,97,SPECIAL NEEDS,Yes,95,02/15/2008,6600000,27345678,0,33945678,2010,"SKID ROW HOUSING TRUST,","NEW CARVER APARTMENTS, LP",(213) 683-0522,click here (http://hcidapp.lacity.org/mpphotos/070045/Photo/Website/070045.JPG),265,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070045&LutSiteCD=1),C-113126,2024-08-05T00:00:00.000,-118.26787,34.03576,POINT (-118.26787 34.03576)
5108021026,20288,MOUNT ZION TOWERS,In-Service,REHAB,"4827 S CENTRAL AVE 1-118  Los Angeles, CA 90011",9,1,VERNON CENTRAL,118,118,SENIORS,No,0,02/06/2004,1833759,2925649,3701300,8460708,2006,"CONCERNED CITIZENS OF SOUTH CENTRAL LA,",CONCERNED CITIZENS OF SCLA,(323) 846-2500,click here (http://hcidapp.lacity.org/mpphotos/020288/Photo/Website/CD%209%20-%20Mount%20Zion.JPG),16,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020288&LutSiteCD=1),C-106288,2024-08-05T00:00:00.000,-118.25668,33.99988,POINT (-118.25668 33.99988)
5124013020,16-123327,DUDLEY OAKS,In-Service,ACQUISITION + REHAB,"2119 S OAK ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,20,20,AT-RISK,No,0,02/16/2017,0,6351176,4912200,11263376,2020,"Thomas Safran & Associates Development, Inc","THOMAS SAFRAN AND ASSOCIATES, INC.",(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123327&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.27967,34.03415,POINT (-118.27967 34.03415)
5148023020,11-117809,STAR APARTMENTS,In-Service,NEW CONSTRUCTION,"240 E 6TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,102,102,SPECIAL NEEDS,Yes,100,11/28/2011,3000000,37140676,0,40140676,2013,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522,click here (http://hcidapp.lacity.org/mpphotos/11-117809/Photo/Website/STAR_APARTMENTSmaple-845x684.png),273,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117809&LutSiteCD=1),C-119893,2024-08-05T00:00:00.000,-118.24761,34.0435,POINT (-118.24761 34.0435)
5142018010,15-121798,LEASTER APARTMENTS,In-Service,ACQUISITION + REHAB,"825 S GREEN AVE  Los Angeles, CA 90017",1,1,WESTLAKE,133,133,FAMILY,Yes,12,03/10/2016,0,14979000,9162000,24141000,2017,Pico Union Housing Corporation,"GENESSY MANAGEMENT AND DEVELOPMENT, LLC",(323) 913-2905,click here (http://hcidapp.lacity.org/mpphotos/15-121798/Photo/Website/Project.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-121798&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.27161,34.05115,POINT (-118.27161 34.05115)
5161012902,21-128635,FIRST STREET NORTH- B/SOUTH (FKAGO FOR BROKE S 9P),Development,NEW CONSTRUCTION,128 N JUDGE JOHN AISO ST CA 90012,14,1,LITTLE TOKYO,67,67,FAMILY,Yes,17,01/18/2024,6805200,0,0,6805200,Development,LTSC Community Development Corporation,LEVINE MANAGEMENT GROUP,(310) 358-3489,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128635&LutSiteCD=1),C-144889,2024-08-05T00:00:00.000,-118.23922,34.05089,POINT (-118.23922 34.05089)
5548018027,12-118880,MICHAEL'S VILLAGE,In-Service,REHAB,"7160 W SUNSET BLVD  HOLLYWOOD, CA 90046",13,1,HOLLYWOOD,24,24,SPECIAL NEEDS,Yes,24,05/17/2013,1301307,3677788,0,4979095,2014,"Step Up on Second Street, Inc.",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/12-118880/Photo/Website/Michaels_Village.png),8,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118880&LutSiteCD=1),C-122170,2024-08-05T00:00:00.000,-118.34613,34.09778,POINT (-118.34613 34.09778)
5142015025,80011,YOUNG BURLINGTON APARTMENTS,In-Service,NEW CONSTRUCTION,820 S BURLINGTON AVE 1-21 CA 90057,1,1,WESTLAKE,21,21,SPECIAL NEEDS,Yes,20,04/29/2010,1845000,9161655,0,11006655,2011,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520 x201,click here (http://hcidapp.lacity.org/mpphotos/080011/Photo/Website/080011.png),89,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080011&LutSiteCD=1),C-117206,2024-08-05T00:00:00.000,-118.2748,34.05264,POINT (-118.2748 34.05264)
4233023085,13-119321,PATH VILLAS AT DEL REY-DOGTOWNSTATION (COURTLEIGH),In-Service,NEW CONSTRUCTION,"11734 W COURTLEIGH DR  Los Angeles, CA 90066",11,1,DEL REY,23,23,SPECIAL NEEDS,Yes,22,03/01/2013,270000,0,0,270000,2015,PATH Ventures,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),63,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119321&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.4175,33.99872,POINT (-118.4175 33.99872)
5077027011,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 5),In-Service,REHAB,"2674 W JAMES M. WOOD BLVD  Los Angeles, CA 90006",1,5,WILSHIRE CENTER,12,232,FAMILY,No,0,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=5),,2024-08-05T00:00:00.000,-118.28622,34.05575,POINT (-118.28622 34.05575)
2210021029,09-117301,MONTECITO TERRACES (SITE 2),In-Service,ACQUISITION + NEW CONSTRUCTION,"14726 W BLYTHE ST  Panorama City, CA 91402",6,2,PANORAMA CITY,0,98,SENIORS,Yes,4,02/02/2010,3035582,21684852,0,24720434,2011,AMCAL Montecito Terraces Fund L.P.,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/09-117301/Photo/Website%20Site2/Montecito_14726_Blythe%20Site%202.png),212,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117301&LutSiteCD=2),"C-116756,C-116757",2024-08-05T00:00:00.000,-118.45394,34.21509,POINT (-118.45394 34.21509)
2421011046,09-117383,VINELAND AVENUE SENIOR HOUSING,In-Service,NEW CONSTRUCTION,"4900 N VINELAND AVE 1-82  North Hollywood, CA 91601",2,1,NORTH HOLLYWOOD,82,82,SENIORS,No,0,03/02/2012,1200212,19057134,0,20257346,2013,"VINELAND AVENUE SENIOR HOUSING, L.P.",MENORAH HOUSING FOUNDATION,(310) 475-6083,click here (http://hcidapp.lacity.org/mpphotos/09-117383/Photo/Website/09-117383.jpg),165,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117383&LutSiteCD=1),C-120179,2024-08-05T00:00:00.000,-118.37008,34.1595,POINT (-118.37008 34.1595)
5539001025,201,EL CENTRO LORETTO,In-Service,NEW CONSTRUCTION,"1021 N HOOVER ST 1-76  Los Angeles, CA 90029",13,1,EAST HOLLYWOOD,76,76,LARGE FAMILY / WAIVER REQUIRED,No,0,10/12/2000,9745944,0,0,9745944,2004,"SEARCH TO INVOLVE PILIPINO AMERICANS,",THE JOHN STEWART COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=000201&LutSiteCD=1),C-100489,2024-08-05T00:00:00.000,-118.2849,34.09043,POINT (-118.2849 34.09043)
2125015003,12-118779,RIVERWALK AT RESEDA,In-Service,NEW CONSTRUCTION,"18425 W KITTRIDGE ST  Reseda, CA 91335",3,1,RESEDA,77,77,FAMILY,No,0,01/31/2013,301059,23698618,0,23999677,2014,Abode Community Housing,ABODE COMMUNITIES (PROP MGMT DIVISION),(213) 225-2754,click here (http://hcidapp.lacity.org/mpphotos/12-118779/Photo/Website/12-118779.JPG),195,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118779&LutSiteCD=1),C-121729,2024-08-05T00:00:00.000,-118.53458,34.19033,POINT (-118.53458 34.19033)
5148024007,60011,LYNDON HOTEL,In-Service,REHAB,"413 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,53,53,SPECIAL NEEDS,Yes,52,11/03/2006,2035070,6438646,0,8473716,2008,Single Room Occupancy Housing  Corp. (SRO),SRO HOUSING CORPORATION,(213) 229-9641,click here (http://hcidapp.lacity.org/mpphotos/060011/Photo/Website/Lyndon.png),45,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060011&LutSiteCD=1),C-110875,2024-08-05T00:00:00.000,-118.248,34.04177,POINT (-118.248 34.04177)
5109004053,14-121135,PALOMA TERRACE,In-Service,NEW CONSTRUCTION,"5000 S MAIN ST  Los Angeles, CA 90037",9,1,SOUTH PARK,59,59,FAMILY,No,0,12/03/2014,0,25023772,0,25023772,2016,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5100,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),184,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121135&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.27377,33.99728,POINT (-118.27377 33.99728)
5180001900,19-125934,LA VERANDA,In-Service,NEW CONSTRUCTION,"2420 E CESAR E CHAVEZ AVE  Los Angeles, CA 90033",14,1,BOYLE HEIGHTS,77,77,SPECIAL NEEDS,Yes,38,07/01/2021,9120000,0,0,9120000,2023,Abode Communities,ABODE COMMUNITIES,(213) 225-2754,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),315,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125934&LutSiteCD=1),C-138496,2024-08-05T00:00:00.000,-118.20713,34.0463,POINT (-118.20713 34.0463)
5545007097,11-117795,THE GORDON,In-Service,NEW CONSTRUCTION,"1553 N GORDON ST  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,35,35,FAMILY,No,0,03/15/2012,1650000,7777676,0,9427676,2013,"AMERICAN COMMUNITIES, LLC",THE JOHN STEWART COMPANY,(213) 787-2722,click here (http://hcidapp.lacity.org/mpphotos/11-117795/Photo/Website/11-117795.jpg),76,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117795&LutSiteCD=1),C-120226,2024-08-05T00:00:00.000,-118.31973,34.09976,POINT (-118.31973 34.09976)
6132002001,14-121649,127TH STREET APARTMENTS,In-Service,NEW CONSTRUCTION,"550 W 127TH ST  Los Angeles, CA 90044",15,1,HARBOR GATEWAY,85,85,SPECIAL NEEDS,Yes,84,01/21/2016,8900000,22694976,0,31594976,2018,Meta Housing Corporation,JOHN STEWARD COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/14-121649/Photo/Website/127th%20St%20Apt.png),238,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121649&LutSiteCD=1),"C-126990,C-128038",2024-08-05T00:00:00.000,-118.28472,33.91745,POINT (-118.28472 33.91745)
5521006019,05-117217,LEXINGTON APARTMENTS A/B (SITE 2),In-Service,REHAB,"649 N KINGSLEY DR  Los Angeles, CA 90004",13,2,MELROSE,0,251,FAMILY,No,0,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=2),,2024-08-05T00:00:00.000,-118.30356,34.08315,POINT (-118.30356 34.08315)
5053012035,70172,TWO WORLD APARTMENTS (SITE 5),In-Service,REHAB,"2625 S HARVARD BLVD  Los Angeles, CA 90018",8,5,ADAMS-NORMANDIE,0,96,SENIORS,No,0,02/11/2008,3225000,17094146,0,20319146,2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site5/Two%20Worlds%202625%20S.%20Harvard%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=5),C-113107,2024-08-05T00:00:00.000,-118.30689,34.03175,POINT (-118.30689 34.03175)
5073018900,18-124672,GRAMERCY PLACE APARTMENTS,In-Service,NEW CONSTRUCTION,"2375 W WASHINGTON BLVD  LOS ANGELES, CA 90018",10,1,HARVARD HEIGHTS,64,64,SPECIAL NEEDS,Yes,31,04/30/2019,13920000,28686550,90290,42696840,2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/18-124672/Photo/Website/Gramercy%20Place%20Apartments.JPG),427,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124672&LutSiteCD=1),C-133121,2024-08-05T00:00:00.000,-118.31428,34.04025,POINT (-118.31428 34.04025)
4235026016,18-125453,VISTA BALLONA,In-Service,NEW CONSTRUCTION,"3960 S GRAND VIEW BLVD 1-27  Los Angeles, CA 90066",11,1,MAR VISTA,50,50,FAMILY,No,0,11/05/2019,5641314,31119872,0,36761186,2022,COMMUNITY CORPORATION OF SANTA MONICA,COMMUNITY CORPORATION OF SANTA MONICA,(310) 394-8487 x140,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),313,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125453&LutSiteCD=1),"C-134398,C-134398-01",2024-08-05T00:00:00.000,-118.42873,34.00193,POINT (-118.42873 34.00193)
5148023031,15-122553,649 LOFTS (AKA SIX FOUR NINE LOFTS),In-Service,NEW CONSTRUCTION,"649 S WALL ST  LOS ANGELES, CA 90014",14,1,WHOLESALE DISTRICT,55,55,SPECIAL NEEDS,Yes,46,12/19/2017,5500000,22907343,0,28407343,2020,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x133,click here (http://hcidapp.lacity.org/mpphotos/15-122553/Photo/Website/649%20lofts%2012-20-16.JPG),220,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122553&LutSiteCD=1),C-130639,2024-08-05T00:00:00.000,-118.24822,34.04256,POINT (-118.24822 34.04256)
5110006028,19-126534,THE AZALEA (FKA 4507 MAIN ST),Development,NEW CONSTRUCTION,"4505 S MAIN ST  Los Angeles, CA 90037",9,1,SOUTH PARK,61,61,SPECIAL NEEDS,Yes,31,04/29/2022,6000000,0,0,6000000,Development,EAH Inc.,EAH INC.,(415) 295-8899,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),229,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126534&LutSiteCD=1),C-140183,2024-08-05T00:00:00.000,-118.27421,34.00265,POINT (-118.27421 34.00265)
5408018028,50007,YALE TERRACE,In-Service,NEW CONSTRUCTION,"716 N YALE ST 1-55  Los Angeles, CA 90012",1,1,CHINATOWN,55,55,LARGE FAMILY / WAIVER REQUIRED,No,0,02/03/2006,2133310,23154000,0,25287310,2009,"ADVANCED DEVELOPMENT & INVESTMENT,",FPI MANAGEMENT INC.,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/050007/Photo/Website/CD%201%20-%20Yale%20Terrace%20-%20050007.jpg),184,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050007&LutSiteCD=1),C-109506,2024-08-05T00:00:00.000,-118.24143,34.06162,POINT (-118.24143 34.06162)
5159015009,11-118584,PWC FAMILY HOUSING,In-Service,NEW CONSTRUCTION,"153 N GLENDALE BLVD 1-45  Los Angeles, CA 90026",13,1,HISTORIC FILIPINOTOWN,45,45,FAMILY,Yes,22,03/06/2012,3406936,16171140,0,19578076,2013,"PWC Family Housing, L.P",LEVINE MANAGEMEENT COMPANY,,click here (http://hcidapp.lacity.org/mpphotos/11-118584/Photo/Website/PWC%20Family%20Housing.png),179,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118584&LutSiteCD=1),C-120182,2024-08-05T00:00:00.000,-118.26018,34.06346,POINT (-118.26018 34.06346)
2239015008,16-123141,VIVIENDAS DEL VALLE (RECAP),In-Service,ACQUISITION + REHAB,"14045 W OXNARD ST  VAN NUYS, CA 91401",2,1,VAN NUYS,40,100,FAMILY,No,0,12/20/2016,0,13824218,7875467,21699685,2017,Abode Communities,ABODE COMMUNITIES,(213) 225-2780,click here (http://hcidapp.lacity.org/mpphotos/16-123141/Photo/Website/Viviendas%20del%20Valle.JPG),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123141&LutSiteCD=1),C-128742,2024-08-05T00:00:00.000,-118.43895,34.17953,POINT (-118.43895 34.17953)
5136020025,15-122548,CASA CARMEN SENIOR APARTMENTS,In-Service,BOTH REHAB AND NEW CONSTRUCTION,"1800 W 11TH ST  Los Angeles, CA 90006",1,1,PICO-UNION,25,25,SPECIAL NEEDS,Yes,24,06/21/2017,2580000,9099639,0,11679639,2019,1010 DEVELOPMENT CORPORATION,BARKER MANAGEMENT INC.,(213) 628-1036,click here (http://hcidapp.lacity.org/mpphotos/15-122548/Photo/Website/Casa%20Carmen.JPG),123,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122548&LutSiteCD=1),C-129509,2024-08-05T00:00:00.000,-118.27788,34.04876,POINT (-118.27788 34.04876)
